"id","espn_id","team_name","conference","division","feed","in_store","color","bundle_id","wiki","youtube"
"5125","2729","William & Mary","Colonial","","http://pipes.yahoo.com/pipes/pipe.run?_id=e35b1792cd85c017111af545f3f3e6c8&_render=rss","TRUE","00523E","com.reflect7.WilliamMaryFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%40TribeAthletics+%22Men%27s+Basketball%22&aq=f&aql=f"
"5127","248","Houston","Conference USA","","http://pipes.yahoo.com/pipes/pipe.run?_id=41949c5bbc1e339dab206063a0ed6b77&_render=rss","TRUE","9E1818","com.reflect7.HoustonFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Houston""Cougars%2B2011+-Football&aq=f"
"5129","235","Memphis","Conference USA","","http://pipes.yahoo.com/pipes/pipe.run?_id=fd4325a9d7c78e4757954fd2d086c18c&_render=rss","TRUE","7197c7 ","com.reflect7.MemphisFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Memphis""Tigers%2B2011+-Football&aq=f"
"5134","202","Tulsa","Conference USA","","http://pipes.yahoo.com/pipes/pipe.run?_id=08f251f9c3052a166447ba29df35d528&_render=rss","TRUE","002B7F","com.reflect7.TulsaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Tulsa""Golden Hurricane%2B2011+-Football&aq=f"
"5136","2116","UCF","Conference USA","","http://pipes.yahoo.com/pipes/pipe.run?_id=4202bbd1b57d96d9cdca58f870004624&_render=rss","TRUE","000000","com.reflect7.UCFFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Ucf""Knights%2B2011+-Football&aq=f"
"5137","2638","UTEP","Conference USA","","http://pipes.yahoo.com/pipes/pipe.run?_id=f3080f78eede27b9b020e70841d9e9f9&_render=rss","TRUE","150041","com.reflect7.UTEPFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Utep""Miners%2B2011+-Football&aq=f"
"5152","2086","Butler","Horizon","","http://pipes.yahoo.com/pipes/pipe.run?_id=79c09cc06aa343426144b20fe2f84de0&_render=rss","TRUE","5185AC","com.reflect7.ButlerFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Butler""Bulldogs%2B2011+-Football&aq=f"
"5157","2350","Loyola (IL)","Horizon","","http://pipes.yahoo.com/pipes/pipe.run?_id=5b00feb257e8c9bf4e87f7166d06f394&_render=rss","TRUE","006540","com.reflect7.LoyolaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Loyola""Ramblers%2B2011+-Football&aq=f"
"5164","172","Cornell","Ivy","","http://pipes.yahoo.com/pipes/pipe.run?_id=f47ec56c4881adc06b8ce17f4fd6e42c&_render=rss","TRUE","B31B1B","com.reflect7.CornellFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Cornell""Big Red%2B2011+-Football&aq=f"
"5178","2561","Siena","MAAC","","http://pipes.yahoo.com/pipes/pipe.run?_id=54fe635fdb9a9725dd7e7e4282fb627d&_render=rss","TRUE","018657","com.reflect7.SienaFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Siena""Saints%2B2011+-Football&aq=f"
"5204","156","Creighton","Missouri Valley","","http://pipes.yahoo.com/pipes/pipe.run?_id=8c31a0422c63ef9b666ec136372be970&_render=rss","TRUE","044990","com.reflect7.CreightonFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Creighton""Bluejays%2B2011+-Football&aq=f"
"5209","2623","Missouri State","Missouri Valley","","http://pipes.yahoo.com/pipes/pipe.run?_id=bd64e7a219b3c0c844a11f0bfa521117&_render=rss","TRUE","4A000F","com.reflect7.MissouriStFanBaseline","http://pipes.yahoo.com/pipes/pipe.run?_id=388d7c5f915d8c9a315079be1d9a4626&_render=rss","http://www.youtube.com/results?search_query=%2BBasketball""Missouri State""Bears%2B2011+-Football&aq=f"
